Date,Open,High,Low,Close,Volume,Time
01-01-2024,646.25,646.3,645.85,645.9,16810,10:57:00
01-01-2024,645.9,646.3,645.85,646.05,8070,10:58:00
01-01-2024,646.35,646.35,645.9,646.05,9249,10:59:00
01-01-2024,646.25,646.45,646.1,646.35,7620,11:00:00
01-01-2024,646.25,646.5,646.2,646.2,11980,11:01:00
01-01-2024,646.25,646.45,646,646.15,7749,11:02:00
01-01-2024,646.25,646.35,645.6,645.65,53486,11:03:00
01-01-2024,645.6,646,645.6,645.65,8208,11:04:00
01-01-2024,645.7,645.95,645.6,645.6,7164,11:05:00
01-01-2024,645.75,645.75,645.6,645.6,10848,11:06:00
01-01-2024,645.6,646.25,645.6,646,10758,11:07:00
01-01-2024,645.95,646.55,645.95,646.5,29767,11:08:00
01-01-2024,646.5,646.75,646.3,646.65,44654,11:09:00
01-01-2024,646.65,646.85,646.4,646.4,16679,11:10:00
01-01-2024,646.4,646.7,646.25,646.5,6419,11:11:00
01-01-2024,646.5,646.5,645.75,645.85,14234,11:12:00
01-01-2024,645.7,645.7,644.7,645.4,52704,11:13:00
01-01-2024,645.2,645.45,645.1,645.35,10106,11:14:00
01-01-2024,645.35,645.4,644.8,644.8,13083,11:15:00
01-01-2024,644.95,644.95,644.3,644.6,20111,11:16:00
01-01-2024,644.6,645,644.6,644.9,7457,11:17:00
01-01-2024,644.7,645,644.7,645,3543,11:18:00
01-01-2024,645,645,644.8,644.8,9660,11:19:00
01-01-2024,644.8,645,644.75,645,4525,11:20:00
01-01-2024,645,645,644.75,644.8,6668,11:21:00
01-01-2024,645,645,644.8,645,9075,11:22:00
01-01-2024,644.85,645.1,644.8,645,14924,11:23:00
01-01-2024,644.95,645.1,644.8,644.95,3225,11:24:00
01-01-2024,644.95,645.15,644.9,644.9,5615,11:25:00
01-01-2024,645,645.15,644.9,644.95,2520,11:26:00
01-01-2024,645,645.05,644.9,644.95,8443,11:27:00
01-01-2024,645,645.2,644.9,645,11573,11:28:00
01-01-2024,645,645.45,644.95,645.45,4051,11:29:00
01-01-2024,645.25,645.45,645.1,645.4,8725,11:30:00
01-01-2024,645.5,645.65,645.2,645.6,5630,11:31:00
01-01-2024,645.5,645.6,645.3,645.5,10078,11:32:00
01-01-2024,645.5,645.75,645.15,645.6,9798,11:33:00
01-01-2024,645.7,645.85,645.05,645.45,16698,11:34:00
01-01-2024,645.35,645.55,645.15,645.15,6214,11:35:00
01-01-2024,645.15,645.45,644.75,644.85,12313,11:36:00
01-01-2024,645,645.3,644.8,645.25,9234,11:37:00
01-01-2024,645.05,645.35,644.9,644.9,3619,11:38:00
01-01-2024,644.9,645.25,644.85,645.1,5408,11:39:00
01-01-2024,645.1,645.35,644.95,645.25,4509,11:40:00
01-01-2024,645.25,645.45,645,645,6565,11:41:00
01-01-2024,645,645.05,644.85,644.95,4237,11:42:00
01-01-2024,645,645,644.85,644.9,4434,11:43:00
01-01-2024,644.9,645,644.7,644.75,3122,11:44:00
01-01-2024,644.9,645,644.7,644.95,3045,11:45:00
01-01-2024,645,645,644.7,644.7,1379,11:46:00
01-01-2024,644.95,645,644.7,645,4324,11:47:00
01-01-2024,645,645,644.7,644.8,5526,11:48:00
01-01-2024,644.8,645,644.8,644.9,3154,11:49:00
01-01-2024,644.9,645,644.8,645,4302,11:50:00
01-01-2024,645,645,644.8,645,1703,11:51:00
01-01-2024,644.9,645,644.8,645,5303,11:52:00
01-01-2024,644.95,645,644.85,644.85,4671,11:53:00
01-01-2024,644.85,645.05,644.8,645,9292,11:54:00
01-01-2024,645,645.1,644.8,644.95,9728,11:55:00
01-01-2024,644.95,645,644.8,644.9,2226,11:56:00
01-01-2024,644.9,645,644.8,644.95,8541,11:57:00
01-01-2024,644.8,644.95,644.8,644.95,2395,11:58:00
01-01-2024,644.95,644.95,644.8,644.95,2019,11:59:00
01-01-2024,644.95,645,644.8,644.95,3627,12:00:00
01-01-2024,645,645,644.4,644.5,10080,12:01:00
01-01-2024,644.55,644.95,644.55,644.65,4730,12:02:00
01-01-2024,644.65,645,644.65,644.95,8596,12:03:00
01-01-2024,645,645,644.75,644.95,30155,12:04:00
01-01-2024,644.75,644.95,644.45,644.6,8027,12:05:00
01-01-2024,644.4,644.85,644.35,644.75,4096,12:06:00
01-01-2024,644.75,644.85,644.4,644.4,4190,12:07:00
01-01-2024,644.4,644.8,644.35,644.7,3221,12:08:00
01-01-2024,644.8,645,644.65,644.95,4223,12:09:00
01-01-2024,644.7,645,644.7,644.7,3694,12:10:00
01-01-2024,644.8,644.95,644.7,644.9,3451,12:11:00
01-01-2024,644.7,645,644.55,644.7,9888,12:12:00
01-01-2024,644.9,644.95,644.45,644.65,13465,12:13:00
01-01-2024,644.75,644.8,644.45,644.55,5502,12:14:00
01-01-2024,644.55,644.65,644.5,644.65,3898,12:15:00
01-01-2024,644.65,644.8,643.65,644.05,40603,12:16:00
01-01-2024,644.05,644.05,643.5,643.65,16701,12:17:00
01-01-2024,643.65,644.05,643.6,643.75,15896,12:18:00
01-01-2024,643.75,644.15,643.75,643.85,9844,12:19:00
01-01-2024,643.85,644.05,643.75,643.8,5141,12:20:00
01-01-2024,643.75,643.9,643.6,643.85,6912,12:21:00
01-01-2024,643.75,643.9,643.5,643.5,8573,12:22:00
01-01-2024,643.6,643.95,643.5,643.9,8887,12:23:00
01-01-2024,643.9,644,643.6,643.75,6318,12:24:00
01-01-2024,643.9,643.95,643.7,643.7,6794,12:25:00
01-01-2024,643.95,644.15,643.7,643.85,9052,12:26:00
01-01-2024,643.85,644.35,643.85,644.2,6018,12:27:00
01-01-2024,644.2,644.3,643.75,643.95,11621,12:28:00
01-01-2024,643.8,644,643.7,643.8,14795,12:29:00
01-01-2024,643.85,644,643.7,643.75,7643,12:30:00
01-01-2024,643.75,644,643.5,643.7,17540,12:31:00
01-01-2024,643.7,643.95,643.65,643.85,5601,12:32:00
01-01-2024,643.85,644,643.65,643.75,5577,12:33:00
01-01-2024,643.9,644.15,643.75,644,9636,12:34:00
01-01-2024,643.75,644,643.75,644,4119,12:35:00
01-01-2024,644,644.15,643.85,644.1,10902,12:36:00
01-01-2024,644.1,644.45,644.1,644.2,5763,12:37:00
01-01-2024,644.25,644.4,644.1,644.25,6028,12:38:00
01-01-2024,644.25,644.8,644.2,644.35,42743,12:39:00
01-01-2024,644.65,644.7,644.1,644.4,8169,12:40:00
01-01-2024,644.15,644.35,644.1,644.35,4761,12:41:00
01-01-2024,644.1,644.35,644,644.2,6612,12:42:00
01-01-2024,644.25,644.25,644,644.15,6865,12:43:00
01-01-2024,644,644.35,644,644.1,5753,12:44:00
01-01-2024,644.3,644.4,644.05,644.2,7553,12:45:00
01-01-2024,644.3,644.5,644.2,644.3,5830,12:46:00
01-01-2024,644.4,644.45,644.1,644.2,9762,12:47:00
01-01-2024,644.1,644.4,644.05,644.15,4202,12:48:00
01-01-2024,644.25,644.45,644.05,644.45,7899,12:49:00
01-01-2024,644.45,644.5,644.05,644.4,7489,12:50:00
01-01-2024,644.35,644.5,644.05,644.45,10463,12:51:00
01-01-2024,644.45,644.45,644.05,644.3,7863,12:52:00
01-01-2024,644.3,644.35,644,644.05,9210,12:53:00
01-01-2024,644.25,644.5,644.15,644.25,5744,12:54:00
01-01-2024,644.4,644.5,644.05,644.05,5704,12:55:00
01-01-2024,644.15,644.65,644,644.25,19046,12:56:00
01-01-2024,644.25,644.55,644.2,644.2,7784,12:57:00
01-01-2024,644.3,644.45,644.2,644.45,5893,12:58:00
01-01-2024,644.45,644.5,644.2,644.45,4519,12:59:00
01-01-2024,644.45,644.55,644.15,644.35,5431,13:00:00
01-01-2024,644.45,644.45,644.05,644.2,6965,13:01:00
01-01-2024,644.2,644.45,644.1,644.35,8034,13:02:00
01-01-2024,644.25,644.45,644.2,644.3,7007,13:03:00
01-01-2024,644.3,644.35,644.15,644.25,5972,13:04:00
01-01-2024,644.15,644.35,644.05,644.2,6547,13:05:00
01-01-2024,644.35,644.5,644.1,644.2,8257,13:06:00
01-01-2024,644.4,644.45,644,644.15,8585,13:07:00
01-01-2024,644.15,644.5,644.05,644.15,11864,13:08:00
01-01-2024,644.15,644.45,644.15,644.3,12162,13:09:00
01-01-2024,644.35,644.4,644.1,644.3,11019,13:10:00
01-01-2024,644.25,644.5,644.15,644.4,7050,13:11:00
01-01-2024,644.4,644.55,644.15,644.2,8423,13:12:00
01-01-2024,644.45,644.5,644.15,644.25,8311,13:13:00
01-01-2024,644.3,644.7,644.25,644.55,11120,13:14:00
01-01-2024,644.7,645,644.6,644.7,26343,13:15:00
01-01-2024,644.9,645,644.7,644.9,11755,13:16:00
01-01-2024,644.9,644.9,644.55,644.75,9887,13:17:00
01-01-2024,644.75,644.85,644.15,644.5,13525,13:18:00
01-01-2024,644.5,644.75,644.1,644.45,13730,13:19:00
01-01-2024,644.5,644.7,644.25,644.45,12534,13:20:00
01-01-2024,644.45,644.65,644.05,644.2,18654,13:21:00
01-01-2024,644.15,644.45,644.05,644.25,9990,13:22:00
01-01-2024,644.3,644.45,644.05,644.05,12187,13:23:00
01-01-2024,644.1,644.35,644,644,14634,13:24:00
01-01-2024,644.05,644.5,644,644.3,8976,13:25:00
01-01-2024,644.35,644.5,644.1,644.5,14855,13:26:00
01-01-2024,644.5,644.65,644.45,644.5,7455,13:27:00
01-01-2024,644.55,644.65,644.35,644.45,9175,13:28:00
01-01-2024,644.55,644.7,644.4,644.55,7832,13:29:00
01-01-2024,644.55,644.8,644.05,644.1,35174,13:30:00
01-01-2024,644.1,644.25,643.8,643.95,27099,13:31:00
01-01-2024,644,644.4,643.85,644.4,48838,13:32:00
01-01-2024,644.4,644.7,644.1,644.45,11052,13:33:00
01-01-2024,644.7,644.7,644.3,644.35,7899,13:34:00
01-01-2024,644.35,644.6,644.25,644.3,10614,13:35:00
01-01-2024,644.4,644.7,644.3,644.45,10144,13:36:00
01-01-2024,644.5,644.65,644.35,644.55,9967,13:37:00
01-01-2024,644.35,644.95,644.35,644.75,24769,13:38:00
01-01-2024,644.9,644.9,644.4,644.55,16981,13:39:00
01-01-2024,644.55,644.75,644.4,644.5,9855,13:40:00
01-01-2024,644.4,644.8,644.4,644.6,10272,13:41:00
01-01-2024,644.5,645.4,644.4,645.2,43764,13:42:00
01-01-2024,645.4,645.4,645,645.25,15224,13:43:00
01-01-2024,645.25,645.35,644.8,644.95,14551,13:44:00
01-01-2024,644.95,645.15,644.8,644.8,14696,13:45:00
01-01-2024,645,645.1,644.8,645.1,8573,13:46:00
01-01-2024,644.9,645.1,644.85,645.1,8216,13:47:00
01-01-2024,645,645.2,644.9,645.1,9296,13:48:00
01-01-2024,645.05,645.35,645,645.2,13657,13:49:00
01-01-2024,645.2,645.4,645.05,645.15,10234,13:50:00
01-01-2024,645.15,645.35,645,645,11292,13:51:00
01-01-2024,645,645.1,644.9,644.95,7500,13:52:00
01-01-2024,644.9,645,644.4,644.65,26289,13:53:00
01-01-2024,644.65,644.7,644.3,644.45,8469,13:54:00
01-01-2024,644.55,644.55,644.2,644.4,9999,13:55:00
01-01-2024,644.5,644.6,644.25,644.4,10095,13:56:00
01-01-2024,644.4,644.8,644.35,644.55,9257,13:57:00
01-01-2024,644.7,645.1,644.65,645,10793,13:58:00
01-01-2024,645,645.2,644.85,644.85,14503,13:59:00
01-01-2024,644.85,645.05,644.7,644.95,9825,14:00:00
01-01-2024,644.95,645.05,644.8,645.05,7531,14:01:00
01-01-2024,645,645.3,644.8,645.3,30674,14:02:00
01-01-2024,645.3,645.3,645,645.05,14602,14:03:00
01-01-2024,645.05,645.35,644.9,645.35,28569,14:04:00
01-01-2024,645.35,645.5,645,645,23749,14:05:00
01-01-2024,645.1,645.25,644.95,645.2,10932,14:06:00
01-01-2024,645.25,645.25,645,645.05,7048,14:07:00
01-01-2024,645.2,645.2,644.85,644.9,11403,14:08:00
01-01-2024,644.95,644.95,644.5,644.75,11703,14:09:00
01-01-2024,644.75,644.9,644.55,644.8,9348,14:10:00
01-01-2024,644.7,645,644.4,644.95,23573,14:11:00
01-01-2024,644.95,645.5,644.95,645.45,22621,14:12:00
01-01-2024,645.45,645.6,645.2,645.4,22262,14:13:00
01-01-2024,645.4,645.4,645.05,645.15,15055,14:14:00
01-01-2024,645.15,645.5,645.15,645.4,16027,14:15:00
01-01-2024,645.4,645.45,644.45,644.6,28408,14:16:00
01-01-2024,644.6,645.5,644.5,645.2,21059,14:17:00
01-01-2024,645.25,645.45,644.65,645.45,27405,14:18:00
01-01-2024,645.4,645.55,644.85,645.2,31432,14:19:00
01-01-2024,645.15,645.2,644.6,644.75,28329,14:20:00
01-01-2024,644.8,645.05,644.6,644.75,28092,14:21:00
01-01-2024,644.75,644.9,644.45,644.5,34528,14:22:00
01-01-2024,644.8,645.1,644.45,644.5,72617,14:23:00
01-01-2024,644.6,645.1,644.5,644.55,62666,14:24:00
01-01-2024,644.65,644.85,644.3,644.4,50118,14:25:00
01-01-2024,644.7,644.75,644.15,644.25,41642,14:26:00
01-01-2024,644.25,644.55,644.15,644.45,39820,14:27:00
01-01-2024,644.5,644.6,644.15,644.2,68021,14:28:00
01-01-2024,644.15,644.4,644.05,644.1,17234,14:29:00
01-01-2024,644.25,644.65,643.95,644.65,32163,14:30:00
01-01-2024,644.7,644.8,644.2,644.2,17238,14:31:00
01-01-2024,644.3,644.65,644.2,644.5,30652,14:32:00
01-01-2024,644.5,644.65,644.05,644.45,16784,14:33:00
01-01-2024,644.45,644.5,644.1,644.25,13724,14:34:00
01-01-2024,644.15,644.45,644,644.2,26091,14:35:00
01-01-2024,644.05,644.5,643.9,644.1,28393,14:36:00
01-01-2024,644.1,644.35,643.8,643.85,21075,14:37:00
01-01-2024,643.85,644.05,643.75,644.05,37693,14:38:00
01-01-2024,644.05,644.15,643.75,644.05,21594,14:39:00
01-01-2024,644.05,644.4,643.8,644.3,24783,14:40:00
01-01-2024,644.2,644.4,643.8,644.4,37694,14:41:00
01-01-2024,644.15,645.15,644.15,645.15,79256,14:42:00
01-01-2024,645,645.15,644.2,644.55,53172,14:43:00
01-01-2024,644.8,644.9,644.4,644.7,40890,14:44:00
01-01-2024,644.7,644.8,644,644.05,19836,14:45:00
01-01-2024,644.15,644.4,643.9,644.15,42062,14:46:00
01-01-2024,644.25,644.4,643.75,644.1,26478,14:47:00
01-01-2024,644,644.3,643.85,644.25,22186,14:48:00
01-01-2024,644.2,644.5,643.9,644.3,28054,14:49:00
01-01-2024,644.45,644.5,643.65,644,43657,14:50:00
01-01-2024,643.75,644.1,643.6,643.6,21288,14:51:00
01-01-2024,643.9,644,643.5,643.5,40079,14:52:00
01-01-2024,643.5,643.95,643.5,643.9,41175,14:53:00
01-01-2024,643.8,643.95,643.55,643.55,53272,14:54:00
01-01-2024,643.8,643.85,643.5,643.75,35757,14:55:00
01-01-2024,643.85,643.85,643.4,643.7,43102,14:56:00
01-01-2024,643.7,643.85,643.45,643.7,76788,14:57:00
01-01-2024,643.85,644.1,643.55,644,25227,14:58:00
01-01-2024,643.9,644.2,643.7,643.7,29592,14:59:00
01-01-2024,643.8,644.5,643.75,644.2,71744,15:00:00
01-01-2024,644.5,644.5,643.4,643.7,87753,15:01:00
01-01-2024,643.65,643.9,643.2,643.2,54979,15:02:00
01-01-2024,643.3,643.65,642.7,643.3,117434,15:03:00
01-01-2024,643.35,643.75,643.25,643.65,35551,15:04:00
01-01-2024,643.65,643.75,643.15,643.75,41391,15:05:00
01-01-2024,643.75,643.75,643,643.4,39544,15:06:00
01-01-2024,643.35,643.65,642.55,642.55,46117,15:07:00
01-01-2024,642.55,642.7,641.9,641.9,116462,15:08:00
01-01-2024,642.25,642.25,641.55,641.55,62813,15:09:00
01-01-2024,641.55,641.8,641.05,641.3,51149,15:10:00
01-01-2024,641.35,642.2,641.35,641.8,72138,15:11:00
01-01-2024,641.9,642.5,641.85,642.3,63103,15:12:00
01-01-2024,642.4,642.55,641.45,641.45,44729,15:13:00
01-01-2024,641.85,642.25,641.65,642.2,54343,15:14:00
01-01-2024,642.25,642.3,641.2,641.2,77606,15:15:00
01-01-2024,641.55,641.55,641.05,641.4,93226,15:16:00
01-01-2024,641.4,641.6,640.8,641.1,72151,15:17:00
01-01-2024,641.05,641.1,640.65,640.95,54774,15:18:00
01-01-2024,640.9,641,640.4,640.7,43689,15:19:00
01-01-2024,640.7,640.8,640.05,640.2,79794,15:20:00
01-01-2024,640.2,640.3,639,639.2,94986,15:21:00
01-01-2024,639.2,639.2,638.05,638.65,60060,15:22:00
01-01-2024,638.7,639.25,638.6,639.1,52999,15:23:00
01-01-2024,639.15,639.4,639,639.3,41224,15:24:00
01-01-2024,639.3,639.95,639.15,639.5,45593,15:25:00
01-01-2024,639.6,639.6,638.95,639,69028,15:26:00
01-01-2024,639,639,638.65,638.85,42258,15:27:00
01-01-2024,638.85,638.9,638.1,638.2,54224,15:28:00
01-01-2024,638.15,638.55,638,638.3,51557,15:29:00
02-01-2024,641.35,641.65,638.35,639.5,138514,09:15:00
02-01-2024,639.6,640.25,639.35,640,52042,09:16:00
02-01-2024,640,640,638.8,639,76197,09:17:00
02-01-2024,639.1,639.55,638.5,638.8,65699,09:18:00
02-01-2024,638.6,638.8,638.5,638.65,29631,09:19:00
02-01-2024,638.7,639.25,638.15,639.25,87138,09:20:00
02-01-2024,639.1,640,639.1,639.85,34568,09:21:00
02-01-2024,639.65,639.95,639.15,639.35,33243,09:22:00
02-01-2024,639.3,639.65,638.75,638.75,44514,09:23:00
02-01-2024,638.85,638.95,638.3,638.35,29927,09:24:00
02-01-2024,638.6,638.7,637.6,638.2,76737,09:25:00
02-01-2024,638.05,639.55,637.85,639.35,65431,09:26:00
02-01-2024,639.4,640,639.35,639.9,39063,09:27:00
02-01-2024,639.9,640.4,639.5,640.25,46339,09:28:00
02-01-2024,640.1,640.3,639.35,640,59553,09:29:00
02-01-2024,639.95,640,639.5,639.8,42786,09:30:00
02-01-2024,639.95,640,639.65,639.9,19713,09:31:00
02-01-2024,639.95,640,639.6,639.65,16797,09:32:00
02-01-2024,639.65,640,639.6,639.85,19215,09:33:00
02-01-2024,639.85,640.2,639.65,640,15143,09:34:00
02-01-2024,640,640.4,639.8,639.95,53241,09:35:00
02-01-2024,639.95,640.5,639.8,640.4,77266,09:36:00
02-01-2024,640.8,641.5,640.7,641.35,56399,09:37:00
02-01-2024,641.4,641.95,641.15,641.95,47179,09:38:00
02-01-2024,641.9,642.1,641.65,641.85,68783,09:39:00
02-01-2024,641.9,642.9,641.9,642.5,55091,09:40:00
02-01-2024,642.5,643.15,642.4,642.95,42488,09:41:00
02-01-2024,642.95,643.9,642.65,643.9,71534,09:42:00
02-01-2024,643.6,643.6,642.3,642.55,53459,09:43:00
02-01-2024,642.6,642.9,642.05,642.75,39241,09:44:00
02-01-2024,642.85,643.3,642.75,643,50673,09:45:00
02-01-2024,642.8,643,642.4,642.7,25370,09:46:00
02-01-2024,642.7,643.5,642.65,643.3,25991,09:47:00
02-01-2024,643.4,643.45,643,643.15,19890,09:48:00
02-01-2024,643,643.2,642.85,643.1,18192,09:49:00
02-01-2024,642.9,643.1,642.2,642.4,22378,09:50:00
02-01-2024,642.4,642.7,642,642.55,23150,09:51:00
02-01-2024,642.4,642.65,642.3,642.4,10129,09:52:00
02-01-2024,642.3,642.5,642,642.25,15910,09:53:00
02-01-2024,642.25,642.75,641.8,641.8,20227,09:54:00
02-01-2024,641.8,642,640.85,640.85,60222,09:55:00
02-01-2024,640.7,640.85,639,639,180418,09:56:00
02-01-2024,639.35,639.35,638.4,638.95,157366,09:57:00
02-01-2024,638.8,639.5,638.6,639.05,111149,09:58:00
02-01-2024,639,639.15,638.15,638.75,65762,09:59:00
02-01-2024,638.75,639,637.65,638,115135,10:00:00
02-01-2024,637.95,638.75,637.95,638.25,38702,10:01:00
02-01-2024,638.25,639.9,638.2,639.65,48512,10:02:00
02-01-2024,639.9,640,639.45,639.55,39464,10:03:00
02-01-2024,639.6,640.25,639.55,639.6,49727,10:04:00
02-01-2024,639.8,640.2,639.75,639.95,18317,10:05:00
02-01-2024,639.95,640.5,639.9,640.2,21125,10:06:00
02-01-2024,640.2,640.95,640.2,640.35,53312,10:07:00
02-01-2024,640.35,640.45,639.35,639.65,15891,10:08:00
02-01-2024,639.65,640.1,639.4,639.85,12974,10:09:00
02-01-2024,639.9,640.3,639.75,640.25,28008,10:10:00
02-01-2024,640.35,640.8,640.05,640.55,16537,10:11:00
02-01-2024,640.75,641,638.9,639.2,53264,10:12:00
02-01-2024,639.45,639.65,638.8,639.3,56718,10:13:00
02-01-2024,639.25,639.95,639.25,639.4,18655,10:14:00
02-01-2024,639.35,639.4,638.75,639.2,36880,10:15:00
02-01-2024,639,639.45,638.3,638.55,47958,10:16:00
02-01-2024,638.45,638.6,638.15,638.3,29779,10:17:00
02-01-2024,638.3,638.75,638.15,638.25,63916,10:18:00
02-01-2024,638.25,638.7,638,638.6,73230,10:19:00
02-01-2024,638.7,639.1,638.55,638.85,15676,10:20:00
02-01-2024,638.7,638.8,638.25,638.6,11409,10:21:00
02-01-2024,638.5,638.5,637.65,637.65,49283,10:22:00
02-01-2024,637.9,638,637.1,637.25,74571,10:23:00
02-01-2024,637.2,637.7,637.1,637.15,44233,10:24:00
02-01-2024,637.1,637.25,636.35,636.85,110159,10:25:00
02-01-2024,636.95,637,635.05,635.5,146729,10:26:00
02-01-2024,635.65,636.3,635.2,635.6,54363,10:27:00
